,label
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
16,0.02666666666666667
17,0.02666666666666667
18,0.02666666666666667
19,0.02666666666666667
20,0.02666666666666667
21,0.02666666666666667
0,0.02666666666666667
1,0.02666666666666667
2,0.02666666666666667
3,0.02666666666666667
4,0.02666666666666667
5,0.02666666666666667
6,0.02666666666666667
7,0.02666666666666667
8,0.02666666666666667
9,0.02666666666666667
10,0.02666666666666667
11,0.02666666666666667
12,0.02666666666666667
13,0.02666666666666667
14,0.02666666666666667
15,0.02666666666666667
